Placa,Código interno,DATE_ENTRY,EVENT_NAME,VALUE,Dirección,Latitud,Longitud,SPEED,Orientación,Batería,Planilla
GB00067,,22/01/2020 06:48:51,Bolt Inserted -  Geobolt,"1107 Mountain Rd, Edgewood, MD 21040, USA-1107 Mountain Rd, Edgewood, MD 21040, USA","1107 Mountain Rd, Edgewood, MD 21040, USA",-76.33781,39.43228,0.0,133.0,82 %,
GB00067,,22/01/2020 06:39:11,Apertura Geobolt,"8805 Cowenton Ave, Perry Hall, MD 21128, USA-8805 Cowenton Ave, Perry Hall, MD 21128, USA","8805 Cowenton Ave, Perry Hall, MD 21128, USA",-76.4401,39.38699,95.0,38.0,83 %,
GB00067,,22/01/2020 06:39:11,Bolt Removed - Geobolt,"8805 Cowenton Ave, Perry Hall, MD 21128, USA-8805 Cowenton Ave, Perry Hall, MD 21128, USA","8805 Cowenton Ave, Perry Hall, MD 21128, USA",-76.4401,39.38699,95.0,38.0,83 %,
GB00067,,22/01/2020 06:38:27,Bolt Inserted -  Geobolt,"2013 White Marsh Blvd, White Marsh, MD 21162, USA-2013 White Marsh Blvd, White Marsh, MD 21162, USA","2013 White Marsh Blvd, White Marsh, MD 21162, USA",-76.44889,39.37853,105.0,39.0,82 %,
GB00067,,22/01/2020 06:38:27,Cierre de Geobolt,"2013 White Marsh Blvd, White Marsh, MD 21162, USA-2013 White Marsh Blvd, White Marsh, MD 21162, USA","2013 White Marsh Blvd, White Marsh, MD 21162, USA",-76.44889,39.37853,105.0,39.0,82 %,
GB00067,,22/01/2020 06:28:43,Apertura Geobolt,"1123 Concordia Dr, Towson, MD 21286, USA-1123 Concordia Dr, Towson, MD 21286, USA","1123 Concordia Dr, Towson, MD 21286, USA",-76.57523,39.40633,95.0,132.0,84 %,
GB00067,,22/01/2020 06:28:43,Bolt Removed - Geobolt,"1123 Concordia Dr, Towson, MD 21286, USA-1123 Concordia Dr, Towson, MD 21286, USA","1123 Concordia Dr, Towson, MD 21286, USA",-76.57523,39.40633,95.0,132.0,84 %,
GB00067,,22/01/2020 06:27:34,Bolt Inserted -  Geobolt,"501 Hampton Ln, Baltimore, MD 21286, USA-501 Hampton Ln, Baltimore, MD 21286, USA","501 Hampton Ln, Baltimore, MD 21286, USA",-76.59202,39.41422,98.0,82.0,82 %,
GB00067,,22/01/2020 06:27:34,Cierre de Geobolt,"501 Hampton Ln, Baltimore, MD 21286, USA-501 Hampton Ln, Baltimore, MD 21286, USA","501 Hampton Ln, Baltimore, MD 21286, USA",-76.59202,39.41422,98.0,82.0,82 %,
GB00067,,22/01/2020 06:27:12,Apertura Geobolt,"18 Alanbrooke Ct, Towson, MD 21204, USA-18 Alanbrooke Ct, Towson, MD 21204, USA","18 Alanbrooke Ct, Towson, MD 21204, USA",-76.59855,39.41302,87.0,81.0,82 %,
GB00067,,22/01/2020 06:27:12,Bolt Removed - Geobolt,"18 Alanbrooke Ct, Towson, MD 21204, USA-18 Alanbrooke Ct, Towson, MD 21204, USA","18 Alanbrooke Ct, Towson, MD 21204, USA",-76.59855,39.41302,87.0,81.0,82 %,
GB00067,,22/01/2020 06:26:50,Cierre de Geobolt,"18 Alanbrooke Ct, Towson, MD 21204, USA-18 Alanbrooke Ct, Towson, MD 21204, USA","18 Alanbrooke Ct, Towson, MD 21204, USA",-76.6046,39.41326,95.0,98.0,83 %,
GB00067,,22/01/2020 06:26:50,Bolt Inserted -  Geobolt,"18 Alanbrooke Ct, Towson, MD 21204, USA-18 Alanbrooke Ct, Towson, MD 21204, USA","18 Alanbrooke Ct, Towson, MD 21204, USA",-76.6046,39.41326,95.0,98.0,83 %,
GB00067,,22/01/2020 06:16:40,Bolt Removed - Geobolt,"916 Scotts Hill Dr, Pikesville, MD 21208, USA-916 Scotts Hill Dr, Pikesville, MD 21208, USA","916 Scotts Hill Dr, Pikesville, MD 21208, USA",-76.74728,39.36499,85.0,347.0,82 %,
GB00067,,22/01/2020 06:16:40,Apertura Geobolt,"916 Scotts Hill Dr, Pikesville, MD 21208, USA-916 Scotts Hill Dr, Pikesville, MD 21208, USA","916 Scotts Hill Dr, Pikesville, MD 21208, USA",-76.74728,39.36499,85.0,347.0,82 %,
GB00067,,22/01/2020 06:16:28,Cierre de Geobolt,"916 Scotts Hill Dr, Pikesville, MD 21208, USA-916 Scotts Hill Dr, Pikesville, MD 21208, USA","916 Scotts Hill Dr, Pikesville, MD 21208, USA",-76.74664,39.3624,93.0,351.0,84 %,
GB00067,,22/01/2020 06:16:28,Bolt Inserted -  Geobolt,"916 Scotts Hill Dr, Pikesville, MD 21208, USA-916 Scotts Hill Dr, Pikesville, MD 21208, USA","916 Scotts Hill Dr, Pikesville, MD 21208, USA",-76.74664,39.3624,93.0,351.0,84 %,
GB00067,,22/01/2020 06:10:58,Apertura Geobolt,"7207 Johnnycake Rd, Catonsville, MD 21228, USA-7207 Johnnycake Rd, Catonsville, MD 21228, USA","7207 Johnnycake Rd, Catonsville, MD 21228, USA",-76.76085,39.30769,92.0,81.0,82 %,
GB00067,,22/01/2020 06:10:58,Bolt Removed - Geobolt,"7207 Johnnycake Rd, Catonsville, MD 21228, USA-7207 Johnnycake Rd, Catonsville, MD 21228, USA","7207 Johnnycake Rd, Catonsville, MD 21228, USA",-76.76085,39.30769,92.0,81.0,82 %,
GB00067,,22/01/2020 06:10:02,Bolt Inserted -  Geobolt,"762 Ashton Valley Way, Catonsville, MD 21228, USA-762 Ashton Valley Way, Catonsville, MD 21228, USA","762 Ashton Valley Way, Catonsville, MD 21228, USA",-76.77794,39.3069,97.0,93.0,83 %,
GB00067,,22/01/2020 06:10:02,Cierre de Geobolt,"762 Ashton Valley Way, Catonsville, MD 21228, USA-762 Ashton Valley Way, Catonsville, MD 21228, USA","762 Ashton Valley Way, Catonsville, MD 21228, USA",-76.77794,39.3069,97.0,93.0,83 %,
GB00067,,22/01/2020 06:01:00,Bolt Removed - Geobolt,"12350 MD-144, West Friendship, MD 21794, USA-12350 MD-144, West Friendship, MD 21794, USA","12350 MD-144, West Friendship, MD 21794, USA",-76.93983,39.30733,93.0,98.0,84 %,
GB00067,,22/01/2020 06:01:00,Apertura Geobolt,"12350 MD-144, West Friendship, MD 21794, USA-12350 MD-144, West Friendship, MD 21794, USA","12350 MD-144, West Friendship, MD 21794, USA",-76.93983,39.30733,93.0,98.0,84 %,
GB00067,,22/01/2020 05:59:41,Cierre de Geobolt,"2018 Fairgrounds Rd, West Friendship, MD 21794, USA-2018 Fairgrounds Rd, West Friendship, MD 21794, USA","2018 Fairgrounds Rd, West Friendship, MD 21794, USA",-76.96314,39.31119,97.0,118.0,83 %,
GB00067,,22/01/2020 05:59:41,Bolt Inserted -  Geobolt,"2018 Fairgrounds Rd, West Friendship, MD 21794, USA-2018 Fairgrounds Rd, West Friendship, MD 21794, USA","2018 Fairgrounds Rd, West Friendship, MD 21794, USA",-76.96314,39.31119,97.0,118.0,83 %,
GB00067,,22/01/2020 05:54:23,Bolt Removed - Geobolt,"17500 Frederick Rd, Mt Airy, MD 21771, USA-17500 Frederick Rd, Mt Airy, MD 21771, USA","17500 Frederick Rd, Mt Airy, MD 21771, USA",-77.05546,39.33823,98.0,105.0,84 %,
GB00067,,22/01/2020 05:54:23,Apertura Geobolt,"17500 Frederick Rd, Mt Airy, MD 21771, USA-17500 Frederick Rd, Mt Airy, MD 21771, USA","17500 Frederick Rd, Mt Airy, MD 21771, USA",-77.05546,39.33823,98.0,105.0,84 %,
GB00067,,22/01/2020 05:53:34,Cierre de Geobolt,"17500 Frederick Rd, Mt Airy, MD 21771, USA-17500 Frederick Rd, Mt Airy, MD 21771, USA","17500 Frederick Rd, Mt Airy, MD 21771, USA",-77.06996,39.34194,105.0,113.0,83 %,
GB00067,,22/01/2020 05:53:34,Bolt Inserted -  Geobolt,"17500 Frederick Rd, Mt Airy, MD 21771, USA-17500 Frederick Rd, Mt Airy, MD 21771, USA","17500 Frederick Rd, Mt Airy, MD 21771, USA",-77.06996,39.34194,105.0,113.0,83 %,
GB00067,,22/01/2020 05:31:53,Bolt Removed - Geobolt,"6400 Jefferson Pike, Frederick, MD 21703, USA-6400 Jefferson Pike, Frederick, MD 21703, USA","6400 Jefferson Pike, Frederick, MD 21703, USA",-77.44545,39.40129,92.0,114.0,84 %,
GB00067,,22/01/2020 05:31:53,Apertura Geobolt,"6400 Jefferson Pike, Frederick, MD 21703, USA-6400 Jefferson Pike, Frederick, MD 21703, USA","6400 Jefferson Pike, Frederick, MD 21703, USA",-77.44545,39.40129,92.0,114.0,84 %,
GB00067,,22/01/2020 05:30:45,Bolt Inserted -  Geobolt,"7501B Ridge Rd, Frederick, MD 21702, USA-7501B Ridge Rd, Frederick, MD 21702, USA","7501B Ridge Rd, Frederick, MD 21702, USA",-77.46632,39.40485,100.0,117.0,84 %,
GB00067,,22/01/2020 05:30:45,Cierre de Geobolt,"7501B Ridge Rd, Frederick, MD 21702, USA-7501B Ridge Rd, Frederick, MD 21702, USA","7501B Ridge Rd, Frederick, MD 21702, USA",-77.46632,39.40485,100.0,117.0,84 %,
GB00067,,22/01/2020 05:19:53,Bolt Removed - Geobolt,"2123 Monument Rd, Myersville, MD 21773, USA-2123 Monument Rd, Myersville, MD 21773, USA","2123 Monument Rd, Myersville, MD 21773, USA",-77.59497,39.51351,92.0,160.0,84 %,
GB00067,,22/01/2020 05:19:53,Apertura Geobolt,"2123 Monument Rd, Myersville, MD 21773, USA-2123 Monument Rd, Myersville, MD 21773, USA","2123 Monument Rd, Myersville, MD 21773, USA",-77.59497,39.51351,92.0,160.0,84 %,
GB00067,,22/01/2020 05:19:19,Cierre de Geobolt,"21609 Ridenour Rd, Boonsboro, MD 21713, USA-21609 Ridenour Rd, Boonsboro, MD 21713, USA","21609 Ridenour Rd, Boonsboro, MD 21713, USA",-77.59979,39.52009,90.0,147.0,83 %,
GB00067,,22/01/2020 05:19:19,Bolt Inserted -  Geobolt,"21609 Ridenour Rd, Boonsboro, MD 21713, USA-21609 Ridenour Rd, Boonsboro, MD 21713, USA","21609 Ridenour Rd, Boonsboro, MD 21713, USA",-77.59979,39.52009,90.0,147.0,83 %,
GB00067,,22/01/2020 05:14:57,Apertura Geobolt,"21609 Ridenour Rd, Boonsboro, MD 21713, USA-21609 Ridenour Rd, Boonsboro, MD 21713, USA","21609 Ridenour Rd, Boonsboro, MD 21713, USA",-77.62094,39.56871,82.0,151.0,84 %,
GB00067,,22/01/2020 05:14:57,Bolt Removed - Geobolt,"21609 Ridenour Rd, Boonsboro, MD 21713, USA-21609 Ridenour Rd, Boonsboro, MD 21713, USA","21609 Ridenour Rd, Boonsboro, MD 21713, USA",-77.62094,39.56871,82.0,151.0,84 %,
GB00067,,22/01/2020 05:14:18,Cierre de Geobolt,"9527 Stottlemeyer Rd, Boonsboro, MD 21713, USA-9527 Stottlemeyer Rd, Boonsboro, MD 21713, USA","9527 Stottlemeyer Rd, Boonsboro, MD 21713, USA",-77.62681,39.57613,95.0,143.0,84 %,
GB00067,,22/01/2020 05:14:18,Bolt Inserted -  Geobolt,"9527 Stottlemeyer Rd, Boonsboro, MD 21713, USA-9527 Stottlemeyer Rd, Boonsboro, MD 21713, USA","9527 Stottlemeyer Rd, Boonsboro, MD 21713, USA",-77.62681,39.57613,95.0,143.0,84 %,
GB00067,,22/01/2020 05:14:12,Bolt Removed - Geobolt,"9531 Stottlemeyer Rd, Boonsboro, MD 21713, USA-9531 Stottlemeyer Rd, Boonsboro, MD 21713, USA","9531 Stottlemeyer Rd, Boonsboro, MD 21713, USA",-77.62792,39.57726,95.0,143.0,84 %,
GB00067,,22/01/2020 05:14:12,Apertura Geobolt,"9531 Stottlemeyer Rd, Boonsboro, MD 21713, USA-9531 Stottlemeyer Rd, Boonsboro, MD 21713, USA","9531 Stottlemeyer Rd, Boonsboro, MD 21713, USA",-77.62792,39.57726,95.0,143.0,84 %,
GB00067,,22/01/2020 05:13:53,Cierre de Geobolt,"21116 Black Rock Rd, Hagerstown, MD 21740, USA-21116 Black Rock Rd, Hagerstown, MD 21740, USA","21116 Black Rock Rd, Hagerstown, MD 21740, USA",-77.63155,39.58096,98.0,138.0,83 %,
GB00067,,22/01/2020 05:13:53,Bolt Inserted -  Geobolt,"21116 Black Rock Rd, Hagerstown, MD 21740, USA-21116 Black Rock Rd, Hagerstown, MD 21740, USA","21116 Black Rock Rd, Hagerstown, MD 21740, USA",-77.63155,39.58096,98.0,138.0,83 %,
GB00067,,22/01/2020 05:13:40,Apertura Geobolt,"21228 Black Rock Rd, Hagerstown, MD 21740, USA-21228 Black Rock Rd, Hagerstown, MD 21740, USA","21228 Black Rock Rd, Hagerstown, MD 21740, USA",-77.63455,39.58311,92.0,126.0,84 %,
GB00067,,22/01/2020 05:13:40,Bolt Removed - Geobolt,"21228 Black Rock Rd, Hagerstown, MD 21740, USA-21228 Black Rock Rd, Hagerstown, MD 21740, USA","21228 Black Rock Rd, Hagerstown, MD 21740, USA",-77.63455,39.58311,92.0,126.0,84 %,
GB00067,,22/01/2020 05:13:30,Cierre de Geobolt,"20 Lagoon Rd, Funkstown, MD 21734, USA-20 Lagoon Rd, Funkstown, MD 21734, USA","20 Lagoon Rd, Funkstown, MD 21734, USA",-77.63709,39.58441,97.0,121.0,84 %,
GB00067,,22/01/2020 05:13:30,Bolt Inserted -  Geobolt,"20 Lagoon Rd, Funkstown, MD 21734, USA-20 Lagoon Rd, Funkstown, MD 21734, USA","20 Lagoon Rd, Funkstown, MD 21734, USA",-77.63709,39.58441,97.0,121.0,84 %,
GB00067,,22/01/2020 05:08:58,Apertura Geobolt,"20 Lagoon Rd, Funkstown, MD 21734, USA-20 Lagoon Rd, Funkstown, MD 21734, USA","20 Lagoon Rd, Funkstown, MD 21734, USA",-77.71181,39.60271,100.0,114.0,84 %,
GB00067,,22/01/2020 05:08:58,Bolt Removed - Geobolt,"20 Lagoon Rd, Funkstown, MD 21734, USA-20 Lagoon Rd, Funkstown, MD 21734, USA","20 Lagoon Rd, Funkstown, MD 21734, USA",-77.71181,39.60271,100.0,114.0,84 %,
GB00067,,22/01/2020 05:08:35,Cierre de Geobolt,"1469 Oak Ridge Pl, Hagerstown, MD 21740, USA-1469 Oak Ridge Pl, Hagerstown, MD 21740, USA","1469 Oak Ridge Pl, Hagerstown, MD 21740, USA",-77.71869,39.6047,93.0,104.0,84 %,
GB00067,,22/01/2020 05:08:35,Bolt Inserted -  Geobolt,"1469 Oak Ridge Pl, Hagerstown, MD 21740, USA-1469 Oak Ridge Pl, Hagerstown, MD 21740, USA","1469 Oak Ridge Pl, Hagerstown, MD 21740, USA",-77.71869,39.6047,93.0,104.0,84 %,
GB00067,,22/01/2020 04:51:30,Bolt Removed - Geobolt,"11633 Greencastle Pike, Hagerstown, MD 21740, USA-11633 Greencastle Pike, Hagerstown, MD 21740, USA","11633 Greencastle Pike, Hagerstown, MD 21740, USA",-77.80669,39.63418,0.0,342.0,85 %,
GB00067,,22/01/2020 04:51:30,Apertura Geobolt,"11633 Greencastle Pike, Hagerstown, MD 21740, USA-11633 Greencastle Pike, Hagerstown, MD 21740, USA","11633 Greencastle Pike, Hagerstown, MD 21740, USA",-77.80669,39.63418,0.0,342.0,85 %,
GB00079,,22/01/2020 04:37:56,Zone entry,3589-TEST HOME,"317 Collado Dr, Laredo, TX 78045, USA",-99.45354,27.61476,0.0,232.0,94 %,
GB00067,,22/01/2020 04:26:32,Bolt Inserted -  Geobolt,"11633 Greencastle Pike, Hagerstown, MD 21740, USA-11633 Greencastle Pike, Hagerstown, MD 21740, USA","11633 Greencastle Pike, Hagerstown, MD 21740, USA",-77.80629,39.6337,0.0,283.0,84 %,
GB00067,,22/01/2020 04:26:32,Cierre de Geobolt,"11633 Greencastle Pike, Hagerstown, MD 21740, USA-11633 Greencastle Pike, Hagerstown, MD 21740, USA","11633 Greencastle Pike, Hagerstown, MD 21740, USA",-77.80629,39.6337,0.0,283.0,84 %,
GB00067,,22/01/2020 04:26:05,Apertura Geobolt,"11633 Greencastle Pike, Hagerstown, MD 21740, USA-11633 Greencastle Pike, Hagerstown, MD 21740, USA","11633 Greencastle Pike, Hagerstown, MD 21740, USA",-77.80629,39.63368,0.0,283.0,84 %,
GB00067,,22/01/2020 04:26:05,Bolt Removed - Geobolt,"11633 Greencastle Pike, Hagerstown, MD 21740, USA-11633 Greencastle Pike, Hagerstown, MD 21740, USA","11633 Greencastle Pike, Hagerstown, MD 21740, USA",-77.80629,39.63368,0.0,283.0,84 %,
GB00067,,22/01/2020 04:25:49,Cierre de Geobolt,"11633 Greencastle Pike, Hagerstown, MD 21740, USA-11633 Greencastle Pike, Hagerstown, MD 21740, USA","11633 Greencastle Pike, Hagerstown, MD 21740, USA",-77.8063,39.63365,3.0,283.0,84 %,
GB00067,,22/01/2020 04:25:49,Bolt Inserted -  Geobolt,"11633 Greencastle Pike, Hagerstown, MD 21740, USA-11633 Greencastle Pike, Hagerstown, MD 21740, USA","11633 Greencastle Pike, Hagerstown, MD 21740, USA",-77.8063,39.63365,3.0,283.0,84 %,
GB00067,,22/01/2020 04:23:40,Apertura Geobolt,"11509 Rock Hill Rd, Hagerstown, MD 21740, USA-11509 Rock Hill Rd, Hagerstown, MD 21740, USA","11509 Rock Hill Rd, Hagerstown, MD 21740, USA",-77.81085,39.62942,6.0,155.0,83 %,
GB00067,,22/01/2020 04:23:40,Bolt Removed - Geobolt,"11509 Rock Hill Rd, Hagerstown, MD 21740, USA-11509 Rock Hill Rd, Hagerstown, MD 21740, USA","11509 Rock Hill Rd, Hagerstown, MD 21740, USA",-77.81085,39.62942,6.0,155.0,83 %,
GB00067,,22/01/2020 04:23:19,Cierre de Geobolt,"11525 Rock Hill Rd, Hagerstown, MD 21740, USA-11525 Rock Hill Rd, Hagerstown, MD 21740, USA","11525 Rock Hill Rd, Hagerstown, MD 21740, USA",-77.81152,39.63044,47.0,147.0,83 %,
GB00067,,22/01/2020 04:23:19,Bolt Inserted -  Geobolt,"11525 Rock Hill Rd, Hagerstown, MD 21740, USA-11525 Rock Hill Rd, Hagerstown, MD 21740, USA","11525 Rock Hill Rd, Hagerstown, MD 21740, USA",-77.81152,39.63044,47.0,147.0,83 %,
GB00067,,22/01/2020 04:20:50,Bolt Removed - Geobolt,"12145 Kemps Mill Rd, Williamsport, MD 21795, USA-12145 Kemps Mill Rd, Williamsport, MD 21795, USA","12145 Kemps Mill Rd, Williamsport, MD 21795, USA",-77.84652,39.64911,92.0,111.0,84 %,
GB00067,,22/01/2020 04:20:50,Apertura Geobolt,"12145 Kemps Mill Rd, Williamsport, MD 21795, USA-12145 Kemps Mill Rd, Williamsport, MD 21795, USA","12145 Kemps Mill Rd, Williamsport, MD 21795, USA",-77.84652,39.64911,92.0,111.0,84 %,
GB00067,,22/01/2020 04:20:44,Bolt Inserted -  Geobolt,"12145 Kemps Mill Rd, Williamsport, MD 21795, USA-12145 Kemps Mill Rd, Williamsport, MD 21795, USA","12145 Kemps Mill Rd, Williamsport, MD 21795, USA",-77.8482,39.64957,95.0,108.0,84 %,
GB00067,,22/01/2020 04:20:44,Cierre de Geobolt,"12145 Kemps Mill Rd, Williamsport, MD 21795, USA-12145 Kemps Mill Rd, Williamsport, MD 21795, USA","12145 Kemps Mill Rd, Williamsport, MD 21795, USA",-77.8482,39.64957,95.0,108.0,84 %,
GB00067,,22/01/2020 04:20:31,Bolt Removed - Geobolt,"12145 Kemps Mill Rd, Williamsport, MD 21795, USA-12145 Kemps Mill Rd, Williamsport, MD 21795, USA","12145 Kemps Mill Rd, Williamsport, MD 21795, USA",-77.85203,39.65028,100.0,96.0,84 %,
GB00067,,22/01/2020 04:20:31,Apertura Geobolt,"12145 Kemps Mill Rd, Williamsport, MD 21795, USA-12145 Kemps Mill Rd, Williamsport, MD 21795, USA","12145 Kemps Mill Rd, Williamsport, MD 21795, USA",-77.85203,39.65028,100.0,96.0,84 %,
GB00067,,22/01/2020 04:20:04,Cierre de Geobolt,"12170 Cedar Ridge Rd, Williamsport, MD 21795, USA-12170 Cedar Ridge Rd, Williamsport, MD 21795, USA","12170 Cedar Ridge Rd, Williamsport, MD 21795, USA",-77.86092,39.65039,101.0,90.0,84 %,
GB00067,,22/01/2020 04:20:04,Bolt Inserted -  Geobolt,"12170 Cedar Ridge Rd, Williamsport, MD 21795, USA-12170 Cedar Ridge Rd, Williamsport, MD 21795, USA","12170 Cedar Ridge Rd, Williamsport, MD 21795, USA",-77.86092,39.65039,101.0,90.0,84 %,
GB00067,,22/01/2020 04:17:25,Apertura Geobolt,"12306 Ashton Rd, Clear Spring, MD 21722, USA-12306 Ashton Rd, Clear Spring, MD 21722, USA","12306 Ashton Rd, Clear Spring, MD 21722, USA",-77.91203,39.65228,93.0,96.0,85 %,
GB00067,,22/01/2020 04:17:25,Bolt Removed - Geobolt,"12306 Ashton Rd, Clear Spring, MD 21722, USA-12306 Ashton Rd, Clear Spring, MD 21722, USA","12306 Ashton Rd, Clear Spring, MD 21722, USA",-77.91203,39.65228,93.0,96.0,85 %,
GB00067,,22/01/2020 04:14:37,Cierre de Geobolt,"11743 Boyd Rd, Clear Spring, MD 21722, USA-11743 Boyd Rd, Clear Spring, MD 21722, USA","11743 Boyd Rd, Clear Spring, MD 21722, USA",-77.95822,39.63448,97.0,49.0,84 %,
GB00067,,22/01/2020 04:14:37,Bolt Inserted -  Geobolt,"11743 Boyd Rd, Clear Spring, MD 21722, USA-11743 Boyd Rd, Clear Spring, MD 21722, USA","11743 Boyd Rd, Clear Spring, MD 21722, USA",-77.95822,39.63448,97.0,49.0,84 %,
GB00067,,22/01/2020 04:14:23,Apertura Geobolt,"11723 Boyd Rd, Clear Spring, MD 21722, USA-11723 Boyd Rd, Clear Spring, MD 21722, USA","11723 Boyd Rd, Clear Spring, MD 21722, USA",-77.9614,39.63238,87.0,49.0,85 %,
GB00067,,22/01/2020 04:14:23,Bolt Removed - Geobolt,"11723 Boyd Rd, Clear Spring, MD 21722, USA-11723 Boyd Rd, Clear Spring, MD 21722, USA","11723 Boyd Rd, Clear Spring, MD 21722, USA",-77.9614,39.63238,87.0,49.0,85 %,
GB00071,,22/01/2020 04:14:13,Zone leave,3590-ViatPro Main Office,"317 Collado Dr, Laredo, TX 78045, USA",-99.45339,27.6149,2.0,30.0,91 %,
GB00067,,22/01/2020 04:10:41,Bolt Inserted -  Geobolt,"11079 Big Pool Rd, Big Pool, MD 21711, USA-11079 Big Pool Rd, Big Pool, MD 21711, USA","11079 Big Pool Rd, Big Pool, MD 21711, USA",-78.01785,39.62892,79.0,132.0,85 %,
GB00067,,22/01/2020 04:10:41,Cierre de Geobolt,"11079 Big Pool Rd, Big Pool, MD 21711, USA-11079 Big Pool Rd, Big Pool, MD 21711, USA","11079 Big Pool Rd, Big Pool, MD 21711, USA",-78.01785,39.62892,79.0,132.0,85 %,
GB00067,,22/01/2020 04:09:35,Bolt Removed - Geobolt,"9933 National Pike, Big Pool, MD 21711, USA-9933 National Pike, Big Pool, MD 21711, USA","9933 National Pike, Big Pool, MD 21711, USA",-78.03049,39.64027,93.0,131.0,84 %,
GB00067,,22/01/2020 04:09:35,Apertura Geobolt,"9933 National Pike, Big Pool, MD 21711, USA-9933 National Pike, Big Pool, MD 21711, USA","9933 National Pike, Big Pool, MD 21711, USA",-78.03049,39.64027,93.0,131.0,84 %,
GB00067,,22/01/2020 04:09:09,Cierre de Geobolt,"9835 National Pike, Big Pool, MD 21711, USA-9835 National Pike, Big Pool, MD 21711, USA","9835 National Pike, Big Pool, MD 21711, USA",-78.03693,39.64399,92.0,127.0,85 %,
GB00067,,22/01/2020 04:09:09,Bolt Inserted -  Geobolt,"9835 National Pike, Big Pool, MD 21711, USA-9835 National Pike, Big Pool, MD 21711, USA","9835 National Pike, Big Pool, MD 21711, USA",-78.03693,39.64399,92.0,127.0,85 %,
GB00067,,22/01/2020 04:08:59,Apertura Geobolt,"9805 National Pike, Big Pool, MD 21711, USA-9805 National Pike, Big Pool, MD 21711, USA","9805 National Pike, Big Pool, MD 21711, USA",-78.03928,39.64538,87.0,131.0,84 %,
GB00067,,22/01/2020 04:08:59,Bolt Removed - Geobolt,"9805 National Pike, Big Pool, MD 21711, USA-9805 National Pike, Big Pool, MD 21711, USA","9805 National Pike, Big Pool, MD 21711, USA",-78.03928,39.64538,87.0,131.0,84 %,
GB00067,,22/01/2020 04:08:41,Bolt Inserted -  Geobolt,"9735 National Pike, Big Pool, MD 21711, USA-9735 National Pike, Big Pool, MD 21711, USA","9735 National Pike, Big Pool, MD 21711, USA",-78.04285,39.64834,89.0,138.0,85 %,
GB00067,,22/01/2020 04:08:41,Cierre de Geobolt,"9735 National Pike, Big Pool, MD 21711, USA-9735 National Pike, Big Pool, MD 21711, USA","9735 National Pike, Big Pool, MD 21711, USA",-78.04285,39.64834,89.0,138.0,85 %,
GB00067,,22/01/2020 04:04:13,Apertura Geobolt,"13619 Hollow Rd, Hancock, MD 21750, USA-13619 Hollow Rd, Hancock, MD 21750, USA","13619 Hollow Rd, Hancock, MD 21750, USA",-78.10322,39.6851,92.0,107.0,85 %,
GB00067,,22/01/2020 04:04:13,Bolt Removed - Geobolt,"13619 Hollow Rd, Hancock, MD 21750, USA-13619 Hollow Rd, Hancock, MD 21750, USA","13619 Hollow Rd, Hancock, MD 21750, USA",-78.10322,39.6851,92.0,107.0,85 %,
GB00067,,22/01/2020 04:03:37,Bolt Inserted -  Geobolt,"372 Tollgate Ridge Rd, Hancock, MD 21750, USA-372 Tollgate Ridge Rd, Hancock, MD 21750, USA","372 Tollgate Ridge Rd, Hancock, MD 21750, USA",-78.11276,39.68682,69.0,100.0,84 %,
GB00067,,22/01/2020 04:03:37,Cierre de Geobolt,"372 Tollgate Ridge Rd, Hancock, MD 21750, USA-372 Tollgate Ridge Rd, Hancock, MD 21750, USA","372 Tollgate Ridge Rd, Hancock, MD 21750, USA",-78.11276,39.68682,69.0,100.0,84 %,
GB00067,,22/01/2020 04:03:31,Bolt Removed - Geobolt,"372 Tollgate Ridge Rd, Hancock, MD 21750, USA-372 Tollgate Ridge Rd, Hancock, MD 21750, USA","372 Tollgate Ridge Rd, Hancock, MD 21750, USA",-78.11413,39.68704,82.0,102.0,84 %,
GB00067,,22/01/2020 04:03:31,Apertura Geobolt,"372 Tollgate Ridge Rd, Hancock, MD 21750, USA-372 Tollgate Ridge Rd, Hancock, MD 21750, USA","372 Tollgate Ridge Rd, Hancock, MD 21750, USA",-78.11413,39.68704,82.0,102.0,84 %,
GB00067,,22/01/2020 04:03:09,Bolt Inserted -  Geobolt,"372 Tollgate Ridge Rd, Hancock, MD 21750, USA-372 Tollgate Ridge Rd, Hancock, MD 21750, USA","372 Tollgate Ridge Rd, Hancock, MD 21750, USA",-78.1203,39.68806,93.0,101.0,85 %,
GB00067,,22/01/2020 04:03:09,Cierre de Geobolt,"372 Tollgate Ridge Rd, Hancock, MD 21750, USA-372 Tollgate Ridge Rd, Hancock, MD 21750, USA","372 Tollgate Ridge Rd, Hancock, MD 21750, USA",-78.1203,39.68806,93.0,101.0,85 %,
GB00074,,22/01/2020 01:27:11,Zone entry,3589-TEST HOME,"317 Collado Dr, Laredo, TX 78045, USA",-99.45348,27.61481,0.0,0.0,94 %,
GB00079,,21/01/2020 22:18:37,Zone leave,3590-ViatPro Main Office,"317 Collado Dr, Laredo, TX 78045, USA",-99.45355,27.615,0.0,53.0,96 %,
GB0040,,21/01/2020 19:51:57,Zone entry,3612-Kep,"9530 Bellhaven Blvd, Charlotte, NC 28214, USA",-80.88597,35.42741,0.0,98.0,80 %,
