Placa,Código interno,DATE_ENTRY,EVENT_NAME,VALUE,Dirección,Latitud,Longitud,SPEED,Orientación,Batería,Planilla
GB00070,,08/01/2020 13:09:42,Zone entry,3056-Work,"2804 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47328,33.86636,2.0,90.0,84 %,
GB00071,,08/01/2020 13:04:07,Zone entry,3056-Work,BARRANQUILLA(CL 1G CON 2B)TERMINAL MARITIMO,-84.47436,33.86648,18.0,279.0,71 %,
GB00087,,08/01/2020 13:02:29,Zone entry,3056-Work,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-84.4734,33.86636,0.0,293.0,74 %,
GB00070,,08/01/2020 12:53:50,Zone entry,3056-Work,"2804 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47292,33.86635,2.0,90.0,84 %,
GB00078,,08/01/2020 12:51:41,Zone entry,3056-Work,BARRANQUILLA(CL 1G CON 2B)TERMINAL MARITIMO,-84.47273,33.86616,6.0,102.0,80 %,
GB00075,,08/01/2020 12:41:53,Zone leave,3056-Work,"2950 New Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.46735,33.86492,19.0,104.0,82 %,
GB00078,,08/01/2020 12:35:52,Zone leave,3056-Work,BARRANQUILLA(CL 1G CON 2B)TERMINAL MARITIMO,-84.47055,33.86588,0.0,79.0,81 %,
GB00071,,08/01/2020 12:31:53,Zone leave,3056-Work,BARRANQUILLA(CL 1G CON 2B)TERMINAL MARITIMO,-84.47015,33.86559,0.0,279.0,71 %,
GB00087,,08/01/2020 12:31:01,Zone leave,3056-,"3535 Preserve Dr SE, Atlanta, GA 30339, USA",-84.46924,33.86632,0.0,0.0,75 %,
GB00075,,08/01/2020 12:26:12,Zone entry,3056-Work,,-84.47323,33.86644,0.0,19.0,82 %,
GB00065,,08/01/2020 12:20:52,Zone leave,3056-Work,"2839 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47252,33.86625,6.0,103.0,90 %,
GB00087,,08/01/2020 12:15:15,Zone leave,3056-,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-84.47152,33.86609,0.0,89.0,75 %,
GB0025,,08/01/2020 12:04:31,Apertura Geobolt,BOGOTA(DG 2 CON 68A)HIPOTECHO SUR-BOGOTA(DG 2 CON 68A)HIPOTECHO SUR,BOGOTA(DG 2 CON 68A)HIPOTECHO SUR,-74.12574,4.62233,0.0,0.0,73 %,
GB0025,,08/01/2020 12:04:31,Bolt Removed - Geobolt,BOGOTA(DG 2 CON 68A)HIPOTECHO SUR-BOGOTA(DG 2 CON 68A)HIPOTECHO SUR,BOGOTA(DG 2 CON 68A)HIPOTECHO SUR,-74.12574,4.62233,0.0,0.0,73 %,
GB0025,,08/01/2020 12:03:14,Cierre de Geobolt,BOGOTA(DG 2 CON 68A)HIPOTECHO SUR-BOGOTA(DG 2 CON 68A)HIPOTECHO SUR,BOGOTA(DG 2 CON 68A)HIPOTECHO SUR,-74.12574,4.62233,0.0,0.0,72 %,
GB0025,,08/01/2020 12:03:14,Bolt Inserted -  Geobolt,BOGOTA(DG 2 CON 68A)HIPOTECHO SUR-BOGOTA(DG 2 CON 68A)HIPOTECHO SUR,BOGOTA(DG 2 CON 68A)HIPOTECHO SUR,-74.12574,4.62233,0.0,0.0,72 %,
GB0025,,08/01/2020 12:01:53,Apertura Geobolt,BOGOTA(DG 2 CON 68A)HIPOTECHO SUR-BOGOTA(DG 2 CON 68A)HIPOTECHO SUR,BOGOTA(DG 2 CON 68A)HIPOTECHO SUR,-74.12574,4.62233,0.0,0.0,74 %,
GB0025,,08/01/2020 12:01:53,Bolt Removed - Geobolt,BOGOTA(DG 2 CON 68A)HIPOTECHO SUR-BOGOTA(DG 2 CON 68A)HIPOTECHO SUR,BOGOTA(DG 2 CON 68A)HIPOTECHO SUR,-74.12574,4.62233,0.0,0.0,74 %,
GB00087,,08/01/2020 11:59:30,Zone entry,3056-Work,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-84.47369,33.86648,0.0,0.0,74 %,
GB0025,,08/01/2020 11:56:31,Bolt Inserted -  Geobolt,BOGOTA(DG 2 CON 68A)HIPOTECHO SUR-BOGOTA(DG 2 CON 68A)HIPOTECHO SUR,BOGOTA(DG 2 CON 68A)HIPOTECHO SUR,-74.12574,4.62233,0.0,0.0,75 %,
GB0025,,08/01/2020 11:56:31,Cierre de Geobolt,BOGOTA(DG 2 CON 68A)HIPOTECHO SUR-BOGOTA(DG 2 CON 68A)HIPOTECHO SUR,BOGOTA(DG 2 CON 68A)HIPOTECHO SUR,-74.12574,4.62233,0.0,0.0,75 %,
GB00070,,08/01/2020 11:50:32,Zone leave,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47293,33.86656,6.0,64.0,83 %,
GB00078,,08/01/2020 11:48:21,Zone entry,3056-Work,BARRANQUILLA(CL 1G CON 2B)TERMINAL MARITIMO,-84.47344,33.86644,0.0,0.0,81 %,
GB00075,,08/01/2020 11:39:10,Zone leave,3056-Work,,-84.47246,33.8665,10.0,0.0,82 %,
GB00070,,08/01/2020 11:34:44,Zone entry,3056-Work,"3525 Preserve Dr SE, Atlanta, GA 30339, USA",-84.47327,33.8665,3.0,70.0,83 %,
GB00087,,08/01/2020 11:28:02,Zone leave,3056-,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-84.47263,33.86654,0.0,342.0,75 %,
GB00088,,08/01/2020 11:25:49,Zone leave,3056-Work,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-84.47226,33.86633,0.0,0.0,82 %,
GB00070,,08/01/2020 11:18:52,Zone entry,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.4734,33.86639,11.0,97.0,82 %,
GB00065,,08/01/2020 11:16:20,Zone entry,3056-Work,"2839 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.473,33.86627,0.0,96.0,91 %,
GB00087,,08/01/2020 11:12:18,Zone entry,3056-Work,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-84.473,33.86632,0.0,0.0,75 %,
GB00070,,08/01/2020 11:03:02,Zone leave,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47204,33.86626,8.0,96.0,82 %,
GB00078,,08/01/2020 11:00:54,Zone leave,3056-Work,BARRANQUILLA(CL 1G CON 2B)TERMINAL MARITIMO,-84.47235,33.86654,0.0,0.0,80 %,
GB00065,,08/01/2020 11:00:13,Zone leave,3056-Work,"2839 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.4714,33.86652,0.0,0.0,91 %,
GB00087,,08/01/2020 10:56:33,Zone leave,3056-,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-84.47141,33.86652,0.0,0.0,76 %,
GB00087,,08/01/2020 10:25:05,Zone entry,3056-Work,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-84.47353,33.86663,0.0,0.0,76 %,
GB00087,,08/01/2020 10:09:22,Zone entry,3056-Work,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-84.47353,33.86663,0.0,0.0,76 %,
GB00065,,08/01/2020 09:55:42,Zone entry,3056-Work,"2839 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47331,33.86631,0.0,0.0,93 %,
GB00071,,08/01/2020 09:50:44,Salida zona,3505-Zona Barranquilla,"2858 Paces Lookout Ln SE, Atlanta, GA 30339, USA",-84.47377,33.86623,0.0,0.0,72 %,
GB00071,,08/01/2020 09:50:44,Zone entry,3056-Work,"2858 Paces Lookout Ln SE, Atlanta, GA 30339, USA",-84.47377,33.86623,0.0,0.0,72 %,
GB00087,,08/01/2020 09:37:53,Salida zona,3505-Zona Barranquilla,"2810 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47031,33.86492,0.0,0.0,76 %,
GB00065,,08/01/2020 08:18:47,Zone leave,3056-Work,"2839 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47246,33.86687,0.0,0.0,95 %,
GB00141,,08/01/2020 07:56:15,Bolt Inserted -  Geobolt,"Av Industrias 2289A, Industrias, 78395 San Luis, S.L.P., Mexico-Av Industrias 2289A, Industrias, 78395 San Luis, S.L.P., Mexico","Av Industrias 2289A, Industrias, 78395 San Luis, S.L.P., Mexico",-100.92727,22.1301,0.0,46.0,8 %,
GB00141,,08/01/2020 07:55:16,Bolt Removed - Geobolt,"Av Industrias 2289A, Industrias, 78395 San Luis, S.L.P., Mexico-Av Industrias 2289A, Industrias, 78395 San Luis, S.L.P., Mexico","Av Industrias 2289A, Industrias, 78395 San Luis, S.L.P., Mexico",-100.92736,22.12998,2.0,124.0,9 %,
GB00088,,08/01/2020 07:47:34,Zone entry,3056-Work,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-84.47301,33.86636,0.0,0.0,74 %,
GB00088,,08/01/2020 07:47:34,Salida zona,3505-Zona Barranquilla,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-84.47301,33.86636,0.0,0.0,74 %,
GB00070,,08/01/2020 05:14:34,Zone leave,3056-Work,"3624 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47278,33.86632,0.0,0.0,66 %,
GB00070,,08/01/2020 04:27:06,Zone entry,3056-Work,"3624 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.4728,33.86626,2.0,67.0,63 %,
GB00070,,08/01/2020 03:39:38,Zone leave,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47198,33.86624,5.0,41.0,60 %,
GB00065,,08/01/2020 03:27:47,Zone entry,3056-Work,"2839 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.47358,33.86671,0.0,0.0,84 %,
GB00070,,08/01/2020 03:08:03,Zone entry,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47316,33.86635,3.0,83.0,58 %,
GB00070,,08/01/2020 02:20:34,Zone leave,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.472,33.86646,0.0,207.0,54 %,
GB00065,,08/01/2020 01:34:33,Zone leave,3056-Work,"2839 Paces Ferry Rd SE, Atlanta, GA 30339, USA",-84.4724,33.86681,8.0,47.0,61 %,
GB00087,,08/01/2020 01:30:04,entrada zona,3505-Zona Barranquilla,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-74.76767,10.96651,0.0,0.0,52 %,
GB00065,,08/01/2020 01:18:24,Zone entry,3056-Work,"3526 Preserve Dr SE, Atlanta, GA 30339, USA",-84.47313,33.86643,0.0,0.0,58 %,
GB00070,,08/01/2020 01:17:22,Zone entry,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47294,33.86622,3.0,80.0,48 %,
GB00070,,08/01/2020 01:01:34,Zone leave,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47257,33.86617,6.0,0.0,47 %,
GB00065,,08/01/2020 00:46:00,Zone entry,3056-Work,"3526 Preserve Dr SE, Atlanta, GA 30339, USA",-84.47286,33.86612,8.0,101.0,53 %,
GB00070,,08/01/2020 00:45:44,Zone entry,3056-Work,"2829 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47276,33.86628,3.0,46.0,45 %,
GB00065,,08/01/2020 00:29:48,Zone leave,3056-Work,"3529 Preserve Dr SE, Atlanta, GA 30339, USA",-84.46854,33.86646,0.0,0.0,50 %,
GB00065,,08/01/2020 00:13:39,Zone leave,3056-Work,"3526 Preserve Dr SE, Atlanta, GA 30339, USA",-84.46944,33.86675,6.0,5.0,47 %,
GB0017,,07/12/2019 19:35:42,Cierre de Geobolt,SANTANDER-BUCARAMANGA-SANTANDER-BUCARAMANGA,SANTANDER-BUCARAMANGA,-73.16419,7.10766,0.0,241.0,78 %,
GB0017,,07/12/2019 19:35:42,Bolt Inserted -  Geobolt,SANTANDER-BUCARAMANGA-SANTANDER-BUCARAMANGA,SANTANDER-BUCARAMANGA,-73.16419,7.10766,0.0,241.0,78 %,
GB0017,,07/12/2019 13:30:25,Bolt Removed - Geobolt,SANTANDER-BUCARAMANGA-SANTANDER-BUCARAMANGA,SANTANDER-BUCARAMANGA,-73.16477,7.10766,0.0,355.0,18 %,
GB0017,,07/12/2019 13:30:25,Apertura Geobolt,SANTANDER-BUCARAMANGA-SANTANDER-BUCARAMANGA,SANTANDER-BUCARAMANGA,-73.16477,7.10766,0.0,355.0,18 %,
GB0017,,07/12/2019 13:28:19,Cierre de Geobolt,SANTANDER-BUCARAMANGA-SANTANDER-BUCARAMANGA,SANTANDER-BUCARAMANGA,-73.16475,7.10768,0.0,323.0,18 %,
GB0017,,07/12/2019 13:28:19,Bolt Inserted -  Geobolt,SANTANDER-BUCARAMANGA-SANTANDER-BUCARAMANGA,SANTANDER-BUCARAMANGA,-73.16475,7.10768,0.0,323.0,18 %,
GB0017,,07/12/2019 13:27:31,Bolt Removed - Geobolt,SANTANDER-BUCARAMANGA-SANTANDER-BUCARAMANGA,SANTANDER-BUCARAMANGA,-73.16476,7.10767,0.0,323.0,16 %,
GB0017,,07/12/2019 13:27:31,Apertura Geobolt,SANTANDER-BUCARAMANGA-SANTANDER-BUCARAMANGA,SANTANDER-BUCARAMANGA,-73.16476,7.10767,0.0,323.0,16 %,
GB0017,,07/12/2019 13:27:15,Bolt Inserted -  Geobolt,SANTANDER-BUCARAMANGA-SANTANDER-BUCARAMANGA,SANTANDER-BUCARAMANGA,-73.16475,7.10768,0.0,323.0,18 %,
GB0017,,07/12/2019 13:27:15,Cierre de Geobolt,SANTANDER-BUCARAMANGA-SANTANDER-BUCARAMANGA,SANTANDER-BUCARAMANGA,-73.16475,7.10768,0.0,323.0,18 %,
GB0017,,07/12/2019 13:26:28,Bolt Removed - Geobolt,SANTANDER-BUCARAMANGA-SANTANDER-BUCARAMANGA,SANTANDER-BUCARAMANGA,-73.16475,7.10768,0.0,330.0,18 %,
GB0017,,07/12/2019 13:26:28,Apertura Geobolt,SANTANDER-BUCARAMANGA-SANTANDER-BUCARAMANGA,SANTANDER-BUCARAMANGA,-73.16475,7.10768,0.0,330.0,18 %,
GB0017,,07/12/2019 02:30:43,Cierre de Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.154,4.68889,0.0,0.0,26 %,
GB0017,,07/12/2019 02:30:43,Bolt Inserted -  Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.154,4.68889,0.0,0.0,26 %,
GB00087,,07/01/2020 23:08:22,Zone leave,3056-,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-74.76767,10.96651,0.0,0.0,32 %,
GB00087,,07/01/2020 23:08:22,entrada zona,3505-Zona Barranquilla,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-74.76767,10.96651,0.0,0.0,32 %,
GB00070,,07/01/2020 22:55:00,Zone leave,3056-Work,"2839 Overlook Pkwy, Atlanta, GA 30339, USA",-84.47113,33.86729,8.0,73.0,29 %,
GB00087,,07/01/2020 22:52:41,Zone leave,3056-,BARRANQUILLA(CR 29 B CON CL 4)TERMINAL MARITIMO,-74.76767,10.96651,0.0,0.0,30 %,
GB00078,,07/01/2020 22:52:32,Salida zona,3505-Zona Barranquilla,BARRANQUILLA(CL 1G CON 2B)TERMINAL MARITIMO,-84.47343,33.86639,0.0,0.0,35 %,
GB00078,,07/01/2020 22:52:32,Zone entry,3056-Work,BARRANQUILLA(CL 1G CON 2B)TERMINAL MARITIMO,-84.47343,33.86639,0.0,0.0,35 %,
GB00065,,07/01/2020 22:36:47,Zone entry,3056-Work,BARRANQUILLA(CR 29 B CON CL 5)TERMINAL MARITIMO,-84.47343,33.86633,0.0,0.0,28 %,
GB00065,,07/01/2020 22:36:47,Salida zona,3505-Zona Barranquilla,BARRANQUILLA(CR 29 B CON CL 5)TERMINAL MARITIMO,-84.47343,33.86633,0.0,0.0,28 %,
GB00070,,07/01/2020 22:23:23,Zone entry,3056-Work,"3525 Preserve Dr SE, Atlanta, GA 30339, USA",-84.47316,33.86637,2.0,71.0,26 %,
GB00070,,07/01/2020 20:16:44,Salida zona,3505-Zona Barranquilla,"3525 Preserve Dr SE, Atlanta, GA 30339, USA",-84.46912,33.8665,0.0,0.0,13 %,
GB00065,,07/01/2020 19:37:53,entrada zona,3505-Zona Barranquilla,BARRANQUILLA(CR 29 B CON CL 5)TERMINAL MARITIMO,-74.76809,10.96639,8.0,0.0,2 %,
GB00075,,07/01/2020 19:26:53,Zone entry,3056-Work,,-84.47443,33.8663,0.0,0.0,2 %,
GB00070,,07/01/2020 19:12:14,entrada zona,3505-Zona Barranquilla,BARRANQUILLA(CL 1G CON 2B)TERMINAL MARITIMO,-74.76757,10.96639,5.0,0.0,1 %,
GB00078,,07/01/2020 19:11:00,entrada zona,3505-Zona Barranquilla,BARRANQUILLA(CL 1G CON 2B)TERMINAL MARITIMO,-74.76745,10.96635,0.0,0.0,3 %,
GB00158,,07/01/2020 10:17:07,Bolt Inserted -  Geobolt,"Calle Sabino 266, Sta MarÃ­a la Ribera, CuauhtÃ©moc, 06400 Ciudad de MÃ©xico, CDMX, Mexico-Calle Sabino 266, Sta MarÃ­a la Ribera, CuauhtÃ©moc, 06400 Ciudad de MÃ©xico, CDMX, Mexico","Calle Sabino 266, Sta MarÃ­a la Ribera, CuauhtÃ©moc, 06400 Ciudad de MÃ©xico, CDMX, Mexico",-99.15914,19.45407,0.0,40.0,84 %,
GB0017,,06/12/2019 12:02:37,Apertura Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15377,4.6891,0.0,0.0,43 %,
GB0017,,06/12/2019 12:02:37,Bolt Removed - Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15377,4.6891,0.0,0.0,43 %,
GB0017,,06/12/2019 12:01:23,Cierre de Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15379,4.68911,0.0,43.0,45 %,
GB0017,,06/12/2019 12:01:23,Bolt Inserted -  Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15379,4.68911,0.0,43.0,45 %,
GB0017,,06/12/2019 12:00:01,Apertura Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15379,4.68909,0.0,228.0,45 %,
GB0017,,06/12/2019 12:00:01,Bolt Removed - Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15379,4.68909,0.0,228.0,45 %,
GB0017,,06/12/2019 11:58:23,Cierre de Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15377,4.6891,0.0,263.0,44 %,
GB0017,,06/12/2019 11:58:23,Bolt Inserted -  Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15377,4.6891,0.0,263.0,44 %,
GB0017,,06/12/2019 11:58:11,Apertura Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15376,4.6891,0.0,263.0,43 %,
GB0017,,06/12/2019 11:58:11,Bolt Removed - Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15376,4.6891,0.0,263.0,43 %,
GB0017,,06/12/2019 11:57:58,Bolt Inserted -  Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15376,4.68911,0.0,289.0,44 %,
GB0017,,06/12/2019 11:57:58,Cierre de Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15376,4.68911,0.0,289.0,44 %,
GB0017,,06/12/2019 11:57:31,Apertura Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15377,4.68911,0.0,289.0,44 %,
GB0017,,06/12/2019 11:57:31,Bolt Removed - Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15377,4.68911,0.0,289.0,44 %,
GB0017,,06/12/2019 11:56:41,Cierre de Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15376,4.68912,0.0,289.0,43 %,
GB0017,,06/12/2019 11:56:41,Bolt Inserted -  Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15376,4.68912,0.0,289.0,43 %,
GB0017,,06/12/2019 11:53:55,Bolt Removed - Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15372,4.68912,0.0,194.0,45 %,
GB0017,,06/12/2019 11:53:55,Apertura Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15372,4.68912,0.0,194.0,45 %,
GB0017,,06/12/2019 11:53:33,Cierre de Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15372,4.68912,0.0,194.0,44 %,
GB0017,,06/12/2019 11:53:33,Bolt Inserted -  Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15372,4.68912,0.0,194.0,44 %,
GB0017,,06/12/2019 11:53:16,Bolt Removed - Geobolt,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO-BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,BOGOTÁ D.C(AV FERROCARRIL DE OCCIDENTE (CL 22) CON CR 120)SAN PABLO JERICO,-74.15373,4.68911,0.0,194.0,45 %,
